id,n_trn,source,trn,registry
tri00464,1,ictrp,ChiCTR2000029837,ChiCTR
tri00465,1,ictrp,ChiCTR2000029826,ChiCTR
tri00466,1,ictrp,ChiCTR2000029820,ChiCTR
tri00467,1,ictrp,ChiCTR2000029818,ChiCTR
tri00468,1,ictrp,ChiCTR2000029817,ChiCTR
tri00469,1,ictrp,ChiCTR2000029816,ChiCTR
tri00470,1,ictrp,ChiCTR2000029812,ChiCTR
tri00471,1,ictrp,ChiCTR2000029770,ChiCTR
tri00472,1,ictrp,ChiCTR2000029592,ChiCTR
tri00473,1,ictrp,NCT04264533,ClinicalTrials.gov
tri00474,1,ictrp,NCT04285801,ClinicalTrials.gov
tri00475,1,ictrp,NCT04299724,ClinicalTrials.gov
tri00476,1,ictrp,NCT04302519,ClinicalTrials.gov
tri00477,1,ictrp,NCT04302688,ClinicalTrials.gov
tri00478,1,ictrp,NCT04308187,ClinicalTrials.gov
tri00479,1,ictrp,ChiCTR2000031163,ChiCTR
tri00480,1,ictrp,ChiCTR2000031150,ChiCTR
tri00481,1,ictrp,ChiCTR2000031140,ChiCTR
tri00482,1,ictrp,ChiCTR2000031139,ChiCTR
tri00483,1,ictrp,ChiCTR2000031138,ChiCTR
tri00484,1,ictrp,ChiCTR2000031115,ChiCTR
tri00485,1,ictrp,ChiCTR2000031104,ChiCTR
tri00486,1,ictrp,ChiCTR2000031090,ChiCTR
tri00487,1,ictrp,ChiCTR2000031089,ChiCTR
tri00488,1,ictrp,ChiCTR2000031088,ChiCTR
tri00489,1,ictrp,ChiCTR2000031023,ChiCTR
tri00490,1,ictrp,ChiCTR2000031014,ChiCTR
tri00491,1,ictrp,ChiCTR2000030996,ChiCTR
tri00492,1,ictrp,ChiCTR2000030993,ChiCTR
tri00493,1,ictrp,ChiCTR2000030992,ChiCTR
tri00494,1,ictrp,ChiCTR2000030989,ChiCTR
tri00495,1,ictrp,ChiCTR2000030986,ChiCTR
tri00496,1,ictrp,ChiCTR2000030985,ChiCTR
tri00497,1,ictrp,ChiCTR2000030961,ChiCTR
tri00498,1,ictrp,ChiCTR2000030952,ChiCTR
tri00499,1,ictrp,ChiCTR2000030951,ChiCTR
tri00500,1,ictrp,ChiCTR2000030950,ChiCTR
tri00501,1,ictrp,ChiCTR2000030947,ChiCTR
tri00502,1,ictrp,ChiCTR2000030946,ChiCTR
tri00503,1,ictrp,ChiCTR2000030944,ChiCTR
tri00504,1,ictrp,ChiCTR2000030943,ChiCTR
tri00505,1,ictrp,ChiCTR2000030942,ChiCTR
tri00506,1,ictrp,ChiCTR2000030941,ChiCTR
tri00507,1,ictrp,ChiCTR2000030939,ChiCTR
tri00508,1,ictrp,ChiCTR2000030934,ChiCTR
tri00509,1,ictrp,ChiCTR2000030933,ChiCTR
tri00510,1,ictrp,ChiCTR2000030932,ChiCTR
tri00511,1,ictrp,ChiCTR2000030931,ChiCTR
tri00512,1,ictrp,ChiCTR2000030929,ChiCTR
tri00513,1,ictrp,ChiCTR2000030922,ChiCTR
tri00514,1,ictrp,ChiCTR2000030920,ChiCTR
tri00515,1,ictrp,ChiCTR2000030919,ChiCTR
tri00516,1,ictrp,ChiCTR2000030906,ChiCTR
tri00517,1,ictrp,ChiCTR2000030771,ChiCTR
tri00518,1,ictrp,ChiCTR2000030765,ChiCTR
tri00519,1,ictrp,ChiCTR2000030539,ChiCTR
tri00520,1,ictrp,ChiCTR2000030519,ChiCTR
tri00521,1,ictrp,ChiCTR2000030254,ChiCTR
tri00522,1,ictrp,ChiCTR2000030224,ChiCTR
tri00523,1,ictrp,ChiCTR2000030168,ChiCTR
tri00524,1,ictrp,ChiCTR2000030095,ChiCTR
tri00525,1,ictrp,ChiCTR2000029955,ChiCTR
tri00526,1,ictrp,ChiCTR2000029868,ChiCTR
tri00527,1,ictrp,ChiCTR2000029830,ChiCTR
tri00528,1,ictrp,ChiCTR2000029658,ChiCTR
tri00529,1,ictrp,ChiCTR2000029573,ChiCTR
tri00530,1,ictrp,ChiCTR2000029496,ChiCTR
tri00531,1,ictrp,EUCTR2020-000890-25,EudraCT
tri00532,1,ictrp,JPRN-UMIN000039686,UMIN-CTR
tri00533,1,ictrp,NCT04251767,ClinicalTrials.gov
tri00534,1,ictrp,NCT04254874,ClinicalTrials.gov
tri00535,1,ictrp,NCT04255017,ClinicalTrials.gov
tri00536,1,ictrp,NCT04261270,ClinicalTrials.gov
tri00537,1,ictrp,NCT04263402,ClinicalTrials.gov
tri00538,1,ictrp,NCT04264858,ClinicalTrials.gov
tri00539,1,ictrp,NCT04272710,ClinicalTrials.gov
tri00540,1,ictrp,NCT04276896,ClinicalTrials.gov
tri00541,1,ictrp,NCT04283396,ClinicalTrials.gov
tri00542,1,ictrp,NCT04287686,ClinicalTrials.gov
tri00543,1,ictrp,NCT04291053,ClinicalTrials.gov
tri00544,1,ictrp,NCT04292964,ClinicalTrials.gov
tri00545,1,ictrp,NCT04293692,ClinicalTrials.gov
tri00546,1,ictrp,NCT04304313,ClinicalTrials.gov
tri00547,1,ictrp,NCT04305574,ClinicalTrials.gov
tri00548,1,ictrp,NCT04306705,ClinicalTrials.gov
tri00549,1,ictrp,NCT04308317,ClinicalTrials.gov
tri00550,1,ictrp,NCT04312100,ClinicalTrials.gov
tri00551,1,ictrp,NCT04312464,ClinicalTrials.gov
tri00552,1,ictrp,NCT04313322,ClinicalTrials.gov
tri00553,1,ictrp,NCT04314271,ClinicalTrials.gov
tri00554,1,ictrp,NCT04314817,ClinicalTrials.gov
tri00555,1,ictrp,NCT04315870,ClinicalTrials.gov
tri00556,1,ictrp,NCT04316728,ClinicalTrials.gov
tri00557,1,ictrp,NCT04316884,ClinicalTrials.gov
tri00558,1,ictrp,NCT04318418,ClinicalTrials.gov
tri00559,1,ictrp,ChiCTR2000031366,ChiCTR
tri00560,1,ictrp,ChiCTR2000031365,ChiCTR
tri00561,1,ictrp,ChiCTR2000031361,ChiCTR
tri00562,1,ictrp,ChiCTR2000031356,ChiCTR
tri00563,1,ictrp,ChiCTR2000031337,ChiCTR
tri00564,1,ictrp,ChiCTR2000031336,ChiCTR
tri00565,1,ictrp,ChiCTR2000031330,ChiCTR
tri00566,1,ictrp,ChiCTR2000031329,ChiCTR
tri00567,1,ictrp,ChiCTR2000031328,ChiCTR
tri00568,1,ictrp,ChiCTR2000031324,ChiCTR
tri00569,1,ictrp,ChiCTR2000031319,ChiCTR
tri00570,1,ictrp,ChiCTR2000031301,ChiCTR
tri00571,1,ictrp,ChiCTR2000031296,ChiCTR
tri00572,1,ictrp,ChiCTR2000031293,ChiCTR
tri00573,1,ictrp,ChiCTR2000031272,ChiCTR
tri00574,1,ictrp,ChiCTR2000031271,ChiCTR
tri00575,1,ictrp,ChiCTR2000031252,ChiCTR
tri00576,1,ictrp,ChiCTR2000031247,ChiCTR
tri00577,1,ictrp,ChiCTR2000031246,ChiCTR
tri00578,1,ictrp,ChiCTR2000031245,ChiCTR
tri00579,1,ictrp,ChiCTR2000031244,ChiCTR
tri00580,1,ictrp,ChiCTR2000031227,ChiCTR
tri00581,1,ictrp,ChiCTR2000031214,ChiCTR
tri00582,1,ictrp,ChiCTR2000031204,ChiCTR
tri00583,1,ictrp,ChiCTR2000031203,ChiCTR
tri00584,1,ictrp,ChiCTR2000031198,ChiCTR
tri00585,1,ictrp,ChiCTR2000031196,ChiCTR
tri00586,1,ictrp,ChiCTR2000031187,ChiCTR
tri00587,1,ictrp,ChiCTR2000031176,ChiCTR
tri00588,1,ictrp,ChiCTR2000030988,ChiCTR
tri00589,1,ictrp,ChiCTR2000030962,ChiCTR
tri00590,1,ictrp,ChiCTR2000030940,ChiCTR
tri00591,1,ictrp,ChiCTR2000030938,ChiCTR
tri00592,1,ictrp,ChiCTR2000030937,ChiCTR
tri00593,1,ictrp,ChiCTR2000030936,ChiCTR
tri00594,1,ictrp,ChiCTR2000030923,ChiCTR
tri00595,1,ictrp,ChiCTR2000030817,ChiCTR
tri00596,1,ictrp,ChiCTR2000030704,ChiCTR
tri00597,1,ictrp,ChiCTR2000030330,ChiCTR
tri00598,1,ictrp,ChiCTR2000030288,ChiCTR
tri00599,1,ictrp,ChiCTR2000030256,ChiCTR
tri00600,1,ictrp,ChiCTR2000030198,ChiCTR
tri00601,1,ictrp,ChiCTR2000030028,ChiCTR
tri00602,1,ictrp,ChiCTR2000029982,ChiCTR
tri00603,1,ictrp,EUCTR2020-000919-69,EudraCT
tri00604,1,ictrp,NCT04288713,ClinicalTrials.gov
tri00605,1,ictrp,NCT04290871,ClinicalTrials.gov
tri00606,1,ictrp,NCT04305106,ClinicalTrials.gov
tri00607,1,ictrp,NCT04316299,ClinicalTrials.gov
tri00608,1,ictrp,NCT04319211,ClinicalTrials.gov
tri00609,1,ictrp,NCT04319900,ClinicalTrials.gov
tri00609,2,auto,ChiCTR2000030987,ChiCTR
tri00610,1,ictrp,NCT04322344,ClinicalTrials.gov
tri00611,1,ictrp,NCT04322786,ClinicalTrials.gov
tri00612,1,ictrp,NCT04323332,ClinicalTrials.gov
tri00613,1,ictrp,NCT04323514,ClinicalTrials.gov
tri00614,1,ictrp,NCT04323631,ClinicalTrials.gov
tri00615,1,ictrp,NCT04324866,ClinicalTrials.gov
tri00616,1,ictrp,NCT04324996,ClinicalTrials.gov
tri00617,1,ictrp,NCT04325412,ClinicalTrials.gov
tri00618,1,ictrp,NCT04325919,ClinicalTrials.gov
tri00619,1,ictrp,NCT04326309,ClinicalTrials.gov
tri00620,1,ictrp,NCT04331860,ClinicalTrials.gov
tri00621,1,ictrp,ISRCTN14966673,ISRCTN
tri00622,1,ictrp,ChiCTR2000031639,ChiCTR
tri00623,1,ictrp,ChiCTR2000031630,ChiCTR
tri00624,1,ictrp,ChiCTR2000031627,ChiCTR
tri00625,1,ictrp,ChiCTR2000031589,ChiCTR
tri00626,1,ictrp,ChiCTR2000031587,ChiCTR
tri00627,1,ictrp,ChiCTR2000031540,ChiCTR
tri00628,1,ictrp,ChiCTR2000031538,ChiCTR
tri00629,1,ictrp,ChiCTR2000031533,ChiCTR
tri00630,1,ictrp,ChiCTR2000031504,ChiCTR
tri00631,1,ictrp,ChiCTR2000031503,ChiCTR
tri00632,1,ictrp,ChiCTR2000031501,ChiCTR
tri00633,1,ictrp,ChiCTR2000031500,ChiCTR
tri00634,1,ictrp,ChiCTR2000031499,ChiCTR
tri00635,1,ictrp,ChiCTR2000031494,ChiCTR
tri00636,1,ictrp,ChiCTR2000031465,ChiCTR
tri00637,1,ictrp,ChiCTR2000031454,ChiCTR
tri00638,1,ictrp,ChiCTR2000031453,ChiCTR
tri00639,1,ictrp,ChiCTR2000031439,ChiCTR
tri00640,1,ictrp,ChiCTR2000031438,ChiCTR
tri00641,1,ictrp,ChiCTR2000031432,ChiCTR
tri00642,1,ictrp,ChiCTR2000031430,ChiCTR
tri00643,1,ictrp,ChiCTR2000031429,ChiCTR
tri00644,1,ictrp,ChiCTR2000031428,ChiCTR
tri00645,1,ictrp,ChiCTR2000031427,ChiCTR
tri00646,1,ictrp,ChiCTR2000031376,ChiCTR
tri00647,1,ictrp,ChiCTR2000031199,ChiCTR
tri00648,1,ictrp,EUCTR2020-001271-33,EudraCT
tri00649,1,ictrp,EUCTR2020-001281-11,EudraCT
tri00650,1,ictrp,EUCTR2020-001236-10,EudraCT
tri00650,2,ictrp,NL8491,NTR
tri00651,1,ictrp,EUCTR2020-001010-38,EudraCT
tri00652,1,ictrp,ACTRN12620000421932,ANZCTR
tri00653,1,ictrp,NCT03331445,ClinicalTrials.gov
tri00654,1,ictrp,NCT04275414,ClinicalTrials.gov
tri00655,1,ictrp,NCT04298060,ClinicalTrials.gov
tri00656,1,ictrp,NCT04320238,ClinicalTrials.gov
tri00657,1,ictrp,NCT04321811,ClinicalTrials.gov
tri00658,1,ictrp,NCT04323878,ClinicalTrials.gov
tri00659,1,ictrp,NCT04324047,ClinicalTrials.gov
tri00659,2,ictrp,NCT04345991,ClinicalTrials.gov
tri00659,3,ictrp,EUCTR2020-001246-18,EudraCT
tri00660,1,ictrp,NCT04324528,ClinicalTrials.gov
tri00660,2,ictrp,DRKS00021300,DRKS
tri00661,1,ictrp,NCT04325867,ClinicalTrials.gov
tri00662,1,ictrp,NCT04326036,ClinicalTrials.gov
tri00663,1,ictrp,NCT04326075,ClinicalTrials.gov
tri00664,1,ictrp,NCT04326452,ClinicalTrials.gov
tri00665,1,ictrp,NCT04327180,ClinicalTrials.gov
tri00666,1,ictrp,NCT04327349,ClinicalTrials.gov
tri00666,2,auto,IRCT20181104041551N1,IRCT
tri00667,1,ictrp,NCT04327674,ClinicalTrials.gov
tri00668,1,ictrp,NCT04328272,ClinicalTrials.gov
tri00669,1,ictrp,NCT04328454,ClinicalTrials.gov
tri00670,1,ictrp,NCT04329507,ClinicalTrials.gov
tri00671,1,ictrp,NCT04329559,ClinicalTrials.gov
tri00672,1,ictrp,NCT04330144,ClinicalTrials.gov
tri00672,2,ictrp,KCT0004907,CRiS
tri00673,1,ictrp,NCT04330261,ClinicalTrials.gov
tri00674,1,ictrp,NCT04330521,ClinicalTrials.gov
tri00675,1,ictrp,NCT04330586,ClinicalTrials.gov
tri00675,2,reg,KCT0005105,CRiS
tri00676,1,ictrp,NCT04331574,ClinicalTrials.gov
tri00677,1,ictrp,NCT04331613,ClinicalTrials.gov
tri00678,1,ictrp,NCT04332016,ClinicalTrials.gov
tri00679,1,ictrp,NCT04332666,ClinicalTrials.gov
tri00680,1,ictrp,NCT04333251,ClinicalTrials.gov
tri00681,1,ictrp,NCT04333472,ClinicalTrials.gov
tri00682,1,ictrp,NCT04333693,ClinicalTrials.gov
tri00683,1,ictrp,NCT04333862,ClinicalTrials.gov
tri00684,1,ictrp,NCT04335019,ClinicalTrials.gov
tri00685,1,ictrp,NCT04335201,ClinicalTrials.gov
tri00685,2,ictrp,EUCTR2020-001513-20,EudraCT
tri00686,1,ictrp,ACTRN12620000443998,ANZCTR
tri00687,1,ictrp,ACTRN12620000444987,ANZCTR
tri00688,1,ictrp,ACTRN12620000448943,ANZCTR
tri00689,1,ictrp,ACTRN12620000447954,ANZCTR
tri00690,1,ictrp,ACTRN12620000438954,ANZCTR
tri00691,1,ictrp,ACTRN12620000449932,ANZCTR
tri00692,1,ictrp,ACTRN12620000454976,ANZCTR
tri00693,1,ictrp,ChiCTR2000031860,ChiCTR
tri00694,1,ictrp,ChiCTR2000031836,ChiCTR
tri00695,1,ictrp,ChiCTR2000031834,ChiCTR
tri00696,1,ictrp,ChiCTR2000031794,ChiCTR
tri00697,1,ictrp,ChiCTR2000031783,ChiCTR
tri00698,1,ictrp,ChiCTR2000031782,ChiCTR
tri00699,1,ictrp,ChiCTR2000031781,ChiCTR
tri00700,1,ictrp,ChiCTR2000031779,ChiCTR
tri00701,1,ictrp,ChiCTR2000031772,ChiCTR
tri00702,1,ictrp,ChiCTR2000031770,ChiCTR
tri00703,1,ictrp,ChiCTR2000031752,ChiCTR
tri00704,1,ictrp,ChiCTR2000031751,ChiCTR
tri00705,1,ictrp,ChiCTR2000031735,ChiCTR
tri00707,1,ictrp,ChiCTR2000031705,ChiCTR
tri00708,1,ictrp,ChiCTR2000031700,ChiCTR
tri00709,1,ictrp,ChiCTR2000031699,ChiCTR
tri00710,1,ictrp,ChiCTR2000031675,ChiCTR
tri00711,1,ictrp,ChiCTR2000031672,ChiCTR
tri00712,1,ictrp,ChiCTR2000030750,ChiCTR
tri00713,1,ictrp,ChiCTR2000030494,ChiCTR
tri00714,1,ictrp,ChiCTR2000030331,ChiCTR
tri00715,1,ictrp,ChiCTR2000030328,ChiCTR
tri00716,1,ictrp,EUCTR2020-001301-23,EudraCT
tri00718,1,ictrp,EUCTR2020-001381-11,EudraCT
tri00719,1,ictrp,EUCTR2020-001442-19,EudraCT
tri00720,1,ictrp,EUCTR2020-001385-11,EudraCT
tri00721,1,ictrp,EUCTR2020-001409-21,EudraCT
tri00722,1,ictrp,EUCTR2020-001333-13,EudraCT
tri00723,1,ictrp,EUCTR2020-001492-33,EudraCT
tri00724,1,ictrp,EUCTR2020-001194-69,EudraCT
tri00725,1,ictrp,EUCTR2020-001565-37,EudraCT
tri00726,1,ictrp,EUCTR2020-001421-31,EudraCT
tri00727,1,ictrp,EUCTR2020-001606-33,EudraCT
tri00728,1,ictrp,EUCTR2020-001307-16,EudraCT
tri00729,1,ictrp,NCT03680274,ClinicalTrials.gov
tri00730,1,ictrp,NCT04245631,ClinicalTrials.gov
tri00731,1,ictrp,NCT04252274,ClinicalTrials.gov
tri00732,1,ictrp,NCT04261517,ClinicalTrials.gov
tri00733,1,ictrp,NCT04274322,ClinicalTrials.gov
tri00734,1,ictrp,NCT04290780,ClinicalTrials.gov
tri00735,1,ictrp,NCT04291729,ClinicalTrials.gov
tri00736,1,ictrp,NCT04302766,ClinicalTrials.gov
tri00737,1,ictrp,NCT04306055,ClinicalTrials.gov
tri00738,1,ictrp,NCT04310228,ClinicalTrials.gov
tri00738,2,auto,ChiCTR2000030894,ChiCTR
tri00739,1,ictrp,NCT04315480,ClinicalTrials.gov
tri00740,1,ictrp,NCT04317092,ClinicalTrials.gov
tri00740,2,auto,EUCTR2020-001110-38,EudraCT
tri00741,1,ictrp,NCT04319315,ClinicalTrials.gov
tri00742,1,ictrp,NCT04321265,ClinicalTrials.gov
tri00743,1,ictrp,NCT04321369,ClinicalTrials.gov
tri00744,1,ictrp,NCT04322773,ClinicalTrials.gov
tri00744,2,ictrp,EUCTR2020-001275-32,EudraCT
tri00745,1,ictrp,NCT04324021,ClinicalTrials.gov
tri00746,1,ictrp,NCT04325672,ClinicalTrials.gov
tri00747,1,ictrp,NCT04326725,ClinicalTrials.gov
tri00748,1,ictrp,NCT04328012,ClinicalTrials.gov
tri00749,1,ictrp,NCT04329546,ClinicalTrials.gov
tri00750,1,ictrp,NCT04330300,ClinicalTrials.gov
tri00751,1,ictrp,NCT04330495,ClinicalTrials.gov
tri00752,1,ictrp,NCT04331106,ClinicalTrials.gov
tri00753,1,ictrp,NCT04331470,ClinicalTrials.gov
tri00753,2,auto,IRCT20200324046852N1,IRCT
tri00754,1,ictrp,NCT04331509,ClinicalTrials.gov
tri00755,1,ictrp,NCT04331665,ClinicalTrials.gov
tri00756,1,ictrp,NCT04331834,ClinicalTrials.gov
tri00757,1,ictrp,NCT04332094,ClinicalTrials.gov
tri00758,1,ictrp,NCT04332913,ClinicalTrials.gov
tri00759,1,ictrp,NCT04333407,ClinicalTrials.gov
tri00760,1,ictrp,NCT04333849,ClinicalTrials.gov
tri00761,1,ictrp,NCT04333953,ClinicalTrials.gov
tri00762,1,ictrp,NCT04334005,ClinicalTrials.gov
tri00763,1,ictrp,NCT04334382,ClinicalTrials.gov
tri00764,1,ictrp,NCT04335188,ClinicalTrials.gov
tri00765,1,ictrp,NCT04335630,ClinicalTrials.gov
tri00766,1,ictrp,NCT04336254,ClinicalTrials.gov
tri00767,1,ictrp,NCT04336462,ClinicalTrials.gov
tri00768,1,ictrp,NCT04336657,ClinicalTrials.gov
tri00769,1,ictrp,NCT04336787,ClinicalTrials.gov
tri00770,1,ictrp,NCT04336904,ClinicalTrials.gov
tri00771,1,ictrp,NCT04337151,ClinicalTrials.gov
tri00772,1,ictrp,NCT04337190,ClinicalTrials.gov
tri00773,1,ictrp,NCT04337216,ClinicalTrials.gov
tri00774,1,ictrp,NCT04337489,ClinicalTrials.gov
tri00775,1,ictrp,NCT04337502,ClinicalTrials.gov
tri00776,1,ictrp,NCT04337541,ClinicalTrials.gov
tri00777,1,ictrp,NCT04337762,ClinicalTrials.gov
tri00778,1,ictrp,NCT04337983,ClinicalTrials.gov
tri00779,1,ictrp,NCT04338100,ClinicalTrials.gov
tri00780,1,ictrp,NCT04338360,ClinicalTrials.gov
tri00781,1,ictrp,NCT04338698,ClinicalTrials.gov
tri00782,1,ictrp,NCT04338802,ClinicalTrials.gov
tri00783,1,ictrp,NCT04338906,ClinicalTrials.gov
tri00784,1,ictrp,NCT04339322,ClinicalTrials.gov
tri00785,1,ictrp,NCT04339387,ClinicalTrials.gov
tri00786,1,ictrp,NCT04339608,ClinicalTrials.gov
tri00787,1,ictrp,NCT04339660,ClinicalTrials.gov
tri00788,1,ictrp,NCT04341012,ClinicalTrials.gov
tri00789,1,ictrp,NCT04341038,ClinicalTrials.gov
tri00789,2,auto,EUCTR2020-001445-39,EudraCT
tri00790,1,ictrp,NCT04341103,ClinicalTrials.gov
tri00791,1,ictrp,NCT04341207,ClinicalTrials.gov
tri00791,2,ictrp,EUCTR2020-001250-21,EudraCT
tri00792,1,ictrp,NCT04341480,ClinicalTrials.gov
tri00793,1,ictrp,NCT04341506,ClinicalTrials.gov
tri00794,1,ictrp,NCT04341519,ClinicalTrials.gov
tri00795,1,ictrp,NCT04341792,ClinicalTrials.gov
tri00796,1,ictrp,NCT04342104,ClinicalTrials.gov
tri00797,1,ictrp,NCT04342208,ClinicalTrials.gov
tri00798,1,ictrp,NCT04342221,ClinicalTrials.gov
tri00798,2,ictrp,EUCTR2020-001224-33,EudraCT
tri00799,1,ictrp,NCT04343404,ClinicalTrials.gov
tri00800,1,ictrp,NCT04343677,ClinicalTrials.gov
tri00801,1,ictrp,NCT04344080,ClinicalTrials.gov
tri00801,2,ictrp,DRKS00021199,DRKS
tri00802,1,ictrp,NCT04344197,ClinicalTrials.gov
tri00803,1,ictrp,ACTRN12620000468921,ANZCTR
tri00804,1,ictrp,ACTRN12620000477921,ANZCTR
tri00805,1,ictrp,ACTRN12620000472976,ANZCTR
tri00806,1,ictrp,ACTRN12620000479909,ANZCTR
tri00807,1,ictrp,ACTRN12620000470998,ANZCTR
tri00808,1,ictrp,ACTRN12620000473965,ANZCTR
tri00809,1,ictrp,ACTRN12620000474954,ANZCTR
tri00810,1,ictrp,ACTRN12620000478910,ANZCTR
tri00811,1,ictrp,ACTRN12620000480987,ANZCTR
tri00812,1,ictrp,ChiCTR2000032098,ChiCTR
tri00813,1,ictrp,ChiCTR2000032095,ChiCTR
tri00814,1,ictrp,ChiCTR2000032040,ChiCTR
tri00815,1,ictrp,ChiCTR2000032013,ChiCTR
tri00816,1,ictrp,ChiCTR2000032011,ChiCTR
tri00817,1,ictrp,ChiCTR2000032010,ChiCTR
tri00818,1,ictrp,ChiCTR2000032009,ChiCTR
tri00819,1,ictrp,ChiCTR2000031982,ChiCTR
tri00820,1,ictrp,ChiCTR2000031955,ChiCTR
tri00821,1,ictrp,ChiCTR2000031954,ChiCTR
tri00822,1,ictrp,ChiCTR2000031944,ChiCTR
tri00823,1,ictrp,ChiCTR2000031930,ChiCTR
tri00824,1,ictrp,ChiCTR2000031928,ChiCTR
tri00825,1,ictrp,ChiCTR2000031888,ChiCTR
tri00826,1,ictrp,ChiCTR2000031712,ChiCTR
tri00827,1,ictrp,ChiCTR2000030300,ChiCTR
tri00828,1,ictrp,ChiCTR2000029976,ChiCTR
tri00829,1,ictrp,ChiCTR2000029434,ChiCTR
tri00830,1,ictrp,ChiCTR2000029433,ChiCTR
tri00831,1,ictrp,EUCTR2020-001156-18,EudraCT
tri00832,1,ictrp,EUCTR2019-002688-89,EudraCT
tri00833,1,ictrp,EUCTR2020-001160-28,EudraCT
tri00834,1,ictrp,NCT04392531,ClinicalTrials.gov
tri00834,2,ictrp,EUCTR2020-001262-11,EudraCT
tri00835,1,ictrp,EUCTR2020-001290-74,EudraCT
tri00836,1,ictrp,EUCTR2020-001406-27,EudraCT
tri00837,1,ictrp,EUCTR2020-001321-31,EudraCT
tri00838,1,ictrp,EUCTR2020-001437-12,EudraCT
tri00839,1,ictrp,EUCTR2020-001530-35,EudraCT
tri00840,1,ictrp,EUCTR2020-001587-29,EudraCT
tri00841,1,ictrp,EUCTR2020-001689-12,EudraCT
tri00842,1,ictrp,EUCTR2020-001765-37,EudraCT
tri00843,1,ictrp,EUCTR2020-001379-34,EudraCT
tri00844,1,ictrp,EUCTR2020-001511-25,EudraCT
tri00845,1,ictrp,EUCTR2020-001266-11,EudraCT
tri00847,1,ictrp,IRCT20200310046736N1,IRCT
tri00848,1,ictrp,IRCT20151113025025N3,IRCT
tri00849,1,ictrp,IRCT20100228003449N30,IRCT
tri00850,1,ictrp,IRCT20100228003449N28,IRCT
tri00851,1,ictrp,IRCT20100228003449N27,IRCT
tri00852,1,ictrp,IRCT20200316046792N1,IRCT
tri00853,1,ictrp,IRCT20151227025726N12,IRCT
tri00854,1,ictrp,IRCT20170117032004N3,IRCT
tri00855,1,ictrp,IRCT20100228003449N29,IRCT
tri00856,1,ictrp,IRCT20200317046797N1,IRCT
tri00857,1,ictrp,IRCT20160625028622N1,IRCT
tri00858,1,ictrp,IRCT20120826010664N6,IRCT
tri00859,1,ictrp,IRCT20131113015393N6,IRCT
tri00860,1,ictrp,IRCT20140528017891N8,IRCT
tri00861,1,ictrp,IRCT20200321046828N1,IRCT
tri00862,1,ictrp,IRCT20190727044343N1,IRCT
tri00863,1,ictrp,IRCT20140617018126N2,IRCT
tri00864,1,ictrp,IRCT20150914024017N1,IRCT
tri00865,1,ictrp,IRCT20140911019125N6,IRCT
tri00866,1,ictrp,IRCT20160316027081N1,IRCT
tri00867,1,ictrp,IRCT20151227025726N13,IRCT
tri00868,1,ictrp,IRCT20160310026998N11,IRCT
tri00869,1,ictrp,IRCT20160310026998N10,IRCT
tri00870,1,ictrp,IRCT20180610040049N3,IRCT
tri00871,1,ictrp,IRCT20200324046847N1,IRCT
tri00872,1,ictrp,IRCT20140907019073N4,IRCT
tri00873,1,ictrp,IRCT20200324046850N5,IRCT
tri00874,1,ictrp,IRCT20200325046860N1,IRCT
tri00875,1,ictrp,IRCT20101219005416N2,IRCT
tri00876,1,ictrp,IRCT20200317046797N2,IRCT
tri00877,1,ictrp,IRCT20200325046860N2,IRCT
tri00878,1,ictrp,IRCT20170611034452N11,IRCT
tri00879,1,ictrp,IRCT20190917044805N2,IRCT
tri00880,1,ictrp,IRCT20120225009124N4,IRCT
tri00881,1,ictrp,IRCT20180802040678N4,IRCT
tri00882,1,ictrp,IRCT20150704023055N2,IRCT
tri00883,1,ictrp,IRCT20200319046819N1,IRCT
tri00884,1,ictrp,JPRN-JapicCTI-205238,JapicCTI
tri00885,1,ictrp,JPRN-jRCTs031190226,jRCT
tri00886,1,ictrp,JPRN-UMIN000039986,UMIN-CTR
tri00887,1,ictrp,JPRN-UMIN000040185,UMIN-CTR
tri00888,1,ictrp,JPRN-UMIN000040188,UMIN-CTR
tri00889,1,ictrp,NCT03042143,ClinicalTrials.gov
tri00889,2,ictrp,EUCTR2017-000584-33,EudraCT
tri00890,1,ictrp,NCT03891420,ClinicalTrials.gov
tri00891,1,ictrp,NCT04092478,ClinicalTrials.gov
tri00892,1,ictrp,NCT04252118,ClinicalTrials.gov
tri00893,1,ictrp,NCT04252664,ClinicalTrials.gov
tri00894,1,ictrp,NCT04257656,ClinicalTrials.gov
tri00895,1,ictrp,NCT04273646,ClinicalTrials.gov
tri00896,1,ictrp,NCT04276688,ClinicalTrials.gov
tri00897,1,ictrp,NCT04280224,ClinicalTrials.gov
tri00898,1,ictrp,NCT04299152,ClinicalTrials.gov
tri00899,1,ictrp,NCT04304690,ClinicalTrials.gov
tri00900,1,ictrp,NCT04315896,ClinicalTrials.gov
tri00901,1,ictrp,NCT04318015,ClinicalTrials.gov
tri00902,1,ictrp,NCT04320277,ClinicalTrials.gov
tri00903,1,ictrp,NCT04320953,ClinicalTrials.gov
tri00904,1,ictrp,NCT04321174,ClinicalTrials.gov
tri00905,1,ictrp,NCT04322487,ClinicalTrials.gov
tri00906,1,ictrp,NCT04323345,ClinicalTrials.gov
tri00907,1,ictrp,NCT04323787,ClinicalTrials.gov
tri00908,1,ictrp,NCT04324073,ClinicalTrials.gov
